Original destination milepost,Original origin milepost,Post-calibration destination milepost ,Post-calibration origin milepost,Traffic Message Channel location codes,Truck Travel Time Reliability Index,Travel Time Index,Traffic Message Channel miles,Highway segment,Corridor number,Corridor name
49.65,49.76,49.672,49.785,121P04224,2.92,1.46,0.34,9_TN,9,"KY/TN Border to Ocala, FL"
49.76,49.81,49.785,49.837,121+04195,2.71,1.62,0.05,9_TN,9,"KY/TN Border to Ocala, FL"
49.81,50.13,49.837,50.158,121P04194,2.91,1.65,0.32,9_TN,9,"KY/TN Border to Ocala, FL"
50.13,50.5,50.158,50.526,121+04194,3.88,1.8,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
50.5,50.65,50.526,50.676,121P04193,4.79,1.91,0.14,9_TN,9,"KY/TN Border to Ocala, FL"
50.65,51.42,50.676,51.459,121+04193,4.29,1.79,0.77,9_TN,9,"KY/TN Border to Ocala, FL"
51.42,51.67,51.459,51.652,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
51.67,51.68,51.652,51.662,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
51.68,51.89,51.662,51.849,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
51.89,51.9,51.849,51.865,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
51.9,51.94,51.865,51.899,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
51.94,52.25,51.899,52.198,121+04222,3.46,1.56,0.3,9_TN,9,"KY/TN Border to Ocala, FL"
52.25,52.58,52.198,52.534,121P04221,3.27,1.32,0.98,9_TN,9,"KY/TN Border to Ocala, FL"
52.58,53.23,52.534,53.181,121P04221,3.27,1.32,0.98,9_TN,9,"KY/TN Border to Ocala, FL"
53.23,53.66,53.181,53.582,121+04221,2.36,1.19,0.43,9_TN,9,"KY/TN Border to Ocala, FL"
53.66,53.84,53.582,53.795,121P04220,2.67,1.18,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
53.84,53.85,53.795,53.808,121P04220,2.67,1.18,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
53.85,54.05,53.808,54.005,121P04220,2.67,1.18,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
54.05,55.73,54.005,55.663,121+04220,1.94,1.19,1.68,9_TN,9,"KY/TN Border to Ocala, FL"
55.73,55.9,55.663,55.839,121P04219,2.37,1.27,0.43,9_TN,9,"KY/TN Border to Ocala, FL"
55.9,56.16,55.839,56.1,121P04219,2.37,1.27,0.43,9_TN,9,"KY/TN Border to Ocala, FL"
56.16,57.02,56.1,56.948,121+04219,2.62,1.25,0.86,9_TN,9,"KY/TN Border to Ocala, FL"
57.02,57.42,56.948,57.357,121P04218,2.35,1.2,0.39,9_TN,9,"KY/TN Border to Ocala, FL"
57.42,59.44,57.357,59.361,121+04218,2.14,1.23,2.02,9_TN,9,"KY/TN Border to Ocala, FL"
59.44,59.59,59.361,59.53,121P04217,2.73,1.33,0.29,9_TN,9,"KY/TN Border to Ocala, FL"
59.59,59.6,59.53,59.545,121P04217,2.73,1.33,0.29,9_TN,9,"KY/TN Border to Ocala, FL"
59.6,59.73,59.545,59.632,121P04217,2.73,1.33,0.29,9_TN,9,"KY/TN Border to Ocala, FL"
59.73,60.05,59.632,59.974,121+04217,3.24,1.32,0.32,9_TN,9,"KY/TN Border to Ocala, FL"
60.05,60.43,59.974,60.366,121P04216,3.44,1.31,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
60.43,62.31,60.366,62.225,121+04216,3.65,1.28,1.88,9_TN,9,"KY/TN Border to Ocala, FL"
62.31,62.82,62.225,62.745,121P04215,4.69,1.26,0.51,9_TN,9,"KY/TN Border to Ocala, FL"
62.82,64.15,62.745,64.075,121+04215,4.47,1.27,1.33,9_TN,9,"KY/TN Border to Ocala, FL"
64.15,64.83,64.075,64.763,121P04470,5,1.23,0.68,9_TN,9,"KY/TN Border to Ocala, FL"
64.83,66.16,64.763,66.087,121+04470,3.4,1.19,1.34,9_TN,9,"KY/TN Border to Ocala, FL"
66.16,66.8,66.087,66.725,121P04469,3.03,1.12,0.63,9_TN,9,"KY/TN Border to Ocala, FL"
66.8,69.74,66.725,69.668,121+04469,1.7,1.07,2.94,9_TN,9,"KY/TN Border to Ocala, FL"
69.74,70.31,69.668,70.24,121P04468,1.26,1.04,0.57,9_TN,9,"KY/TN Border to Ocala, FL"
70.31,74.27,70.24,74.187,121+04468,1.09,1.03,3.95,9_TN,9,"KY/TN Border to Ocala, FL"
74.27,74.75,74.187,74.679,121P04467,1.07,1.04,0.86,9_TN,9,"KY/TN Border to Ocala, FL"
74.75,74.76,74.679,74.689,121P04467,1.07,1.04,0.86,9_TN,9,"KY/TN Border to Ocala, FL"
74.76,75.13,74.689,75.045,121P04467,1.07,1.04,0.86,9_TN,9,"KY/TN Border to Ocala, FL"
75.13,77.85,75.045,77.773,121+04467,1.03,1.02,2.72,9_TN,9,"KY/TN Border to Ocala, FL"
77.85,78.17,77.773,78.097,121P04466,1.04,1.02,0.7,9_TN,9,"KY/TN Border to Ocala, FL"
78.17,78.18,78.097,78.108,121P04466,1.04,1.02,0.7,9_TN,9,"KY/TN Border to Ocala, FL"
78.18,78.55,78.108,78.473,121P04466,1.04,1.02,0.7,9_TN,9,"KY/TN Border to Ocala, FL"
78.55,81.06,78.473,80.953,121+04466,1.04,1.02,2.51,9_TN,9,"KY/TN Border to Ocala, FL"
81.06,81.46,80.953,81.388,121P04465,1.05,1.02,0.74,9_TN,9,"KY/TN Border to Ocala, FL"
81.46,81.8,81.388,81.714,121P04465,1.05,1.02,0.74,9_TN,9,"KY/TN Border to Ocala, FL"
81.8,83.48,81.714,83.396,121+04465,1.06,1.02,1.68,9_TN,9,"KY/TN Border to Ocala, FL"
83.48,84.14,83.396,84.052,121P09030,1.05,1.02,0.66,9_TN,9,"KY/TN Border to Ocala, FL"
84.14,88.84,84.052,88.729,121+09030,1.06,1.02,4.69,9_TN,9,"KY/TN Border to Ocala, FL"
88.84,89.24,88.729,89.136,121P04464,1.11,1.04,0.4,9_TN,9,"KY/TN Border to Ocala, FL"
89.24,96.64,89.136,96.506,121+04464,1.05,1.02,7.38,9_TN,9,"KY/TN Border to Ocala, FL"
96.64,96.66,96.506,96.526,121+04463,1.06,1.02,0.02,9_TN,9,"KY/TN Border to Ocala, FL"
96.66,97.16,96.526,97.024,121+04664,1.07,1.02,0.52,9_TN,9,"KY/TN Border to Ocala, FL"
97.16,97.34,97.024,97.202,121P04663,1.05,1.02,0.18,9_TN,9,"KY/TN Border to Ocala, FL"
97.34,105.2,97.202,105.053,121+04663,1.04,1.02,7.84,9_TN,9,"KY/TN Border to Ocala, FL"
105.2,105.65,105.053,105.487,121P04662,1.05,1.02,0.46,9_TN,9,"KY/TN Border to Ocala, FL"
105.65,110.23,105.487,110.103,121+04662,1.04,1.01,4.6,9_TN,9,"KY/TN Border to Ocala, FL"
110.23,110.65,110.103,110.513,121P04661,1.04,1.02,0.42,9_TN,9,"KY/TN Border to Ocala, FL"
110.65,111.12,110.513,110.98,121+04661,1.06,1.02,0.46,9_TN,9,"KY/TN Border to Ocala, FL"
111.12,111.45,110.98,111.312,121P04660,1.05,1.02,0.62,9_TN,9,"KY/TN Border to Ocala, FL"
111.45,111.47,111.312,111.335,121P04660,1.05,1.02,0.62,9_TN,9,"KY/TN Border to Ocala, FL"
111.47,111.74,111.335,111.597,121P04660,1.05,1.02,0.62,9_TN,9,"KY/TN Border to Ocala, FL"
111.74,113.83,111.597,113.666,121+04660,1.05,1.02,2.09,9_TN,9,"KY/TN Border to Ocala, FL"
113.83,114.32,113.666,114.158,121P04659,1.05,1.02,0.49,9_TN,9,"KY/TN Border to Ocala, FL"
114.32,117.2,114.158,117.035,121+04659,1.27,1.14,2.87,9_TN,9,"KY/TN Border to Ocala, FL"
117.2,117.72,117.035,117.566,121P04658,1.05,1.03,0.51,9_TN,9,"KY/TN Border to Ocala, FL"
117.72,127.63,117.566,127.454,121+04658,1.04,1.02,9.9,9_TN,9,"KY/TN Border to Ocala, FL"
127.63,128.02,127.454,127.854,121P04657,1.07,1.02,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
128.02,134.61,127.854,134.433,121+04657,1.08,1.03,6.65,9_TN,9,"KY/TN Border to Ocala, FL"
134.61,134.62,134.433,134.44,121+04657,1.08,1.03,6.65,9_TN,9,"KY/TN Border to Ocala, FL"
134.62,134.68,134.44,134.497,121+04657,1.08,1.03,6.65,9_TN,9,"KY/TN Border to Ocala, FL"
134.68,134.86,134.497,134.671,121P04656,1.14,1.03,0.18,9_TN,9,"KY/TN Border to Ocala, FL"
134.86,135.67,134.671,135.492,121+04656,1.13,1.03,0.82,9_TN,9,"KY/TN Border to Ocala, FL"
135.67,136.18,135.492,134.839,121P04655,1.15,1.03,0.51,9_TN,9,"KY/TN Border to Ocala, FL"
136.18,136.42,134.839,135.077,121+04655,1.23,1.03,7.82,9_TN,9,"KY/TN Border to Ocala, FL"
136.42,141.49,135.077,140.097,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
141.49,144.04,140.097,142.652,121+04655,1.23,1.03,7.82,9_TN,9,"KY/TN Border to Ocala, FL"
144.04,144.4,142.652,142.971,121P04654,1.06,1.02,0.35,9_TN,9,"KY/TN Border to Ocala, FL"
144.4,153.11,142.971,151.696,121+04654,1.04,1.01,8.7,9_TN,9,"KY/TN Border to Ocala, FL"
153.11,153.32,151.696,151.906,121P04653,1.05,1.01,0.21,9_TN,9,"KY/TN Border to Ocala, FL"
153.32,153.34,151.906,151.932,121+04653,1.05,1.02,3.35,9_TN,9,"KY/TN Border to Ocala, FL"
153.34,153.34,151.932,151.932,121+04653,1.05,1.02,3.35,9_TN,9,"KY/TN Border to Ocala, FL"
153.34,156.66,151.932,155.268,121+04653,1.05,1.02,3.35,9_TN,9,"KY/TN Border to Ocala, FL"
156.66,156.91,155.268,155.52,121P04652,1.05,1.02,0.52,9_TN,9,"KY/TN Border to Ocala, FL"
156.91,156.92,155.52,155.53,121P04652,1.05,1.02,0.52,9_TN,9,"KY/TN Border to Ocala, FL"
156.92,157.17,155.53,155.777,121P04652,1.05,1.02,0.52,9_TN,9,"KY/TN Border to Ocala, FL"
157.17,158.68,155.777,157.283,121+04652,1.06,1.02,2.44,9_TN,9,"KY/TN Border to Ocala, FL"
158.68,159.61,157.283,158.204,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
159.61,160.23,158.204,158.839,121P04651,1.07,1.02,0.62,9_TN,9,"KY/TN Border to Ocala, FL"
160.23,162.43,158.839,161.031,121+04651,1.08,1.02,2.21,9_TN,9,"KY/TN Border to Ocala, FL"
162.43,162.87,161.031,161.485,121P04650,1.07,1.02,0.44,9_TN,9,"KY/TN Border to Ocala, FL"
162.87,168.38,161.485,167.083,121+04650,1.07,1.02,5.51,9_TN,9,"KY/TN Border to Ocala, FL"
168.38,171.41,167.083,170.089,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
171.41,174.15,170.089,172.814,121-04098,1.59,1.05,2.74,9_TN,9,"KY/TN Border to Ocala, FL"
174.15,174.6,172.814,173.281,121N04099,1.8,1.06,0.45,9_TN,9,"KY/TN Border to Ocala, FL"
174.6,175.52,173.281,174.214,121-04099,1.38,1.05,0.92,9_TN,9,"KY/TN Border to Ocala, FL"
175.52,175.91,174.214,174.595,121N04100,1.32,1.04,0.4,9_TN,9,"KY/TN Border to Ocala, FL"
175.91,178.75,174.595,177.484,121-04100,1.49,1.08,2.84,9_TN,9,"KY/TN Border to Ocala, FL"
178.75,179.01,177.484,177.689,121N04101,3.71,1.17,0.4,9_TN,9,"KY/TN Border to Ocala, FL"
179.01,179.15,177.689,177.808,121N04101,3.71,1.17,0.4,9_TN,9,"KY/TN Border to Ocala, FL"
179.15,179.17,177.808,177.828,121N04102,4.4,1.17,0.1,9_TN,9,"KY/TN Border to Ocala, FL"
179.17,179.24,177.828,177.898,121N04102,4.4,1.17,0.1,9_TN,9,"KY/TN Border to Ocala, FL"
179.24,179.25,177.898,177.908,121N04102,4.4,1.17,0.1,9_TN,9,"KY/TN Border to Ocala, FL"
179.25,179.56,177.908,178.212,121-04102,4.7,1.17,0.31,9_TN,9,"KY/TN Border to Ocala, FL"
179.56,179.89,178.212,178.545,121N04103,4.9,1.16,0.33,9_TN,9,"KY/TN Border to Ocala, FL"
179.89,180.2,178.545,178.855,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
180.2,180.22,178.855,178.877,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
180.22,180.68,178.877,179.325,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
180.68,180.74,179.325,179.393,121N04105,5,1.15,0.28,9_TN,9,"KY/TN Border to Ocala, FL"
180.74,180.75,179.393,179.408,121N04105,5,1.15,0.28,9_TN,9,"KY/TN Border to Ocala, FL"
180.75,180.76,179.408,179.418,121N04105,5,1.15,0.28,9_TN,9,"KY/TN Border to Ocala, FL"
180.76,180.97,179.418,179.632,121N04105,5,1.15,0.28,9_TN,9,"KY/TN Border to Ocala, FL"
180.97,181.35,179.632,180.002,121-04105,5,1.14,0.39,9_TN,9,"KY/TN Border to Ocala, FL"
181.35,181.65,180.002,180.31,121N04106,5,1.14,0.3,9_TN,9,"KY/TN Border to Ocala, FL"
181.65,181.85,180.31,180.49,121-04106,5,1.13,0.21,9_TN,9,"KY/TN Border to Ocala, FL"
181.85,181.97,180.49,180.624,121N04107,5,1.13,0.14,9_TN,9,"KY/TN Border to Ocala, FL"
181.97,181.98,180.624,180.642,121N04107,5,1.13,0.14,9_TN,9,"KY/TN Border to Ocala, FL"
181.98,181.99,180.642,180.65,121N04107,5,1.13,0.14,9_TN,9,"KY/TN Border to Ocala, FL"
181.99,183.35,180.65,181.987,121-04107,4.01,1.12,1.36,9_TN,9,"KY/TN Border to Ocala, FL"
183.35,183.54,181.987,182.185,121N04108,3.51,1.12,0.18,9_TN,9,"KY/TN Border to Ocala, FL"
183.54,184.03,182.185,182.685,121-04108,3.37,1.12,0.49,9_TN,9,"KY/TN Border to Ocala, FL"
184.03,184.38,182.685,183.035,121N04109,3.22,1.13,0.36,9_TN,9,"KY/TN Border to Ocala, FL"
184.38,184.56,183.035,183.209,121-04109,2.91,1.13,0.18,9_TN,9,"KY/TN Border to Ocala, FL"
184.56,185.04,183.209,183.706,121N04110,2.13,1.13,0.48,9_TN,9,"KY/TN Border to Ocala, FL"
185.04,185.59,183.706,184.277,121-04110,1.75,1.14,0.56,9_TN,9,"KY/TN Border to Ocala, FL"
185.59,186.12,184.277,184.677,,0,0,,9_TN,9,"KY/TN Border to Ocala, FL"
186.12,186.76,184.677,185.442,121+04168,2.37,1.16,0.63,9_TN,9,"KY/TN Border to Ocala, FL"
186.76,186.98,185.442,185.707,121P04167,3.18,1.21,0.47,9_TN,9,"KY/TN Border to Ocala, FL"
186.98,186.99,185.707,185.717,121P04167,3.18,1.21,0.47,9_TN,9,"KY/TN Border to Ocala, FL"
186.99,187.23,185.717,185.951,121P04167,3.18,1.21,0.47,9_TN,9,"KY/TN Border to Ocala, FL"
187.23,187.3,185.951,186.032,121+04167,1.26,1.07,0.07,9_TN,9,"KY/TN Border to Ocala, FL"
188.87,190.42,187.706,189.254,101+04865,1.09,1.02,1.56,9_GA,9,"KY/TN Border to Ocala, FL"
190.42,190.76,189.254,189.6,101P04864,1.08,1.02,0.34,9_GA,9,"KY/TN Border to Ocala, FL"
190.76,191.33,189.6,190.174,101+04864,1.08,1.03,0.57,9_GA,9,"KY/TN Border to Ocala, FL"
191.33,191.35,190.174,190.111,,0,0,,9_GA,9,"KY/TN Border to Ocala, FL"
191.35,203.02,190.111,201.863,,0,0,,9_GA,9,"KY/TN Border to Ocala, FL"
203.02,203.04,201.863,201.908,,0,0,,9_GA,9,"KY/TN Border to Ocala, FL"
203.04,203.05,201.908,201.918,,0,0,,9_GA,9,"KY/TN Border to Ocala, FL"
203.05,204.16,201.918,203.017,101+04965,3.8,1.16,1.11,9_GA,9,"KY/TN Border to Ocala, FL"
204.16,204.71,203.017,203.545,101P04964,3.59,1.11,0.55,9_GA,9,"KY/TN Border to Ocala, FL"
204.71,207.81,203.545,206.622,101+04964,1.5,1.04,3.1,9_GA,9,"KY/TN Border to Ocala, FL"
207.81,208.03,206.622,206.852,101P04963,1.06,1.02,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
208.03,208.05,206.852,206.874,101P04963,1.06,1.02,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
208.05,208.34,206.874,207.142,101P04963,1.06,1.02,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
208.34,209.86,207.142,208.695,101+04963,1.07,1.02,1.52,9_GA,9,"KY/TN Border to Ocala, FL"
209.86,210.33,208.695,209.152,101P04962,1.11,1.02,0.47,9_GA,9,"KY/TN Border to Ocala, FL"
210.33,213.13,209.152,211.99,101+04962,1.06,1.02,2.82,9_GA,9,"KY/TN Border to Ocala, FL"
213.13,213.41,211.99,212.263,101P04961,1.05,1.02,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
213.41,213.42,212.263,212.266,101P04961,1.05,1.02,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
213.42,213.67,212.266,212.517,101P04961,1.05,1.02,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
213.67,216.67,212.517,215.524,101+04961,1.11,1.04,3.01,9_GA,9,"KY/TN Border to Ocala, FL"
216.67,217.31,215.524,216.158,101P04960,1.29,1.08,0.63,9_GA,9,"KY/TN Border to Ocala, FL"
217.31,222.05,216.158,220.858,101+04960,1.04,1.01,4.72,9_GA,9,"KY/TN Border to Ocala, FL"
222.05,222.2,220.858,221.014,101P04959,1.04,1.01,0.44,9_GA,9,"KY/TN Border to Ocala, FL"
222.2,222.21,221.014,221.025,101P04959,1.04,1.01,0.44,9_GA,9,"KY/TN Border to Ocala, FL"
222.21,222.49,221.025,221.307,101P04959,1.04,1.01,0.44,9_GA,9,"KY/TN Border to Ocala, FL"
222.49,224.16,221.307,222.959,101+04959,1.05,1.02,1.66,9_GA,9,"KY/TN Border to Ocala, FL"
224.16,224.47,222.959,223.267,101P04958,1.05,1.02,0.52,9_GA,9,"KY/TN Border to Ocala, FL"
224.47,224.48,223.267,223.273,101P04958,1.05,1.02,0.52,9_GA,9,"KY/TN Border to Ocala, FL"
224.48,224.69,223.273,223.483,101P04958,1.05,1.02,0.52,9_GA,9,"KY/TN Border to Ocala, FL"
224.69,229.37,223.483,228.124,101+04958,1.06,1.02,4.66,9_GA,9,"KY/TN Border to Ocala, FL"
229.37,229.63,228.124,228.394,101P04957,1.06,1.02,0.46,9_GA,9,"KY/TN Border to Ocala, FL"
229.63,229.65,228.394,228.398,101P04957,1.06,1.02,0.46,9_GA,9,"KY/TN Border to Ocala, FL"
229.65,229.83,228.398,228.587,101P04957,1.06,1.02,0.46,9_GA,9,"KY/TN Border to Ocala, FL"
229.83,232.08,228.587,230.83,101+04957,1.06,1.02,2.24,9_GA,9,"KY/TN Border to Ocala, FL"
232.08,232.51,230.83,231.252,101P04956,1.07,1.02,0.42,9_GA,9,"KY/TN Border to Ocala, FL"
232.51,237.61,231.252,236.325,101+04956,1.05,1.02,5.08,9_GA,9,"KY/TN Border to Ocala, FL"
237.61,238.24,236.325,236.967,101P04955,1.05,1.02,0.63,9_GA,9,"KY/TN Border to Ocala, FL"
238.24,239.35,236.967,238.054,101+04955,1.06,1.02,1.11,9_GA,9,"KY/TN Border to Ocala, FL"
239.35,239.57,238.054,238.284,101P04954,1.06,1.02,0.36,9_GA,9,"KY/TN Border to Ocala, FL"
239.57,239.71,238.284,238.421,101P04954,1.06,1.02,0.36,9_GA,9,"KY/TN Border to Ocala, FL"
239.71,240.37,238.421,239.077,101+04954,1.06,1.02,0.65,9_GA,9,"KY/TN Border to Ocala, FL"
240.37,241.3,239.077,239.994,101P04953,1.06,1.01,0.93,9_GA,9,"KY/TN Border to Ocala, FL"
241.3,242.79,239.994,241.482,101+04953,1.06,1.02,1.48,9_GA,9,"KY/TN Border to Ocala, FL"
242.79,243.2,241.482,241.871,101P04952,1.07,1.02,0.4,9_GA,9,"KY/TN Border to Ocala, FL"
243.2,245.5,241.871,244.163,101+04952,1.04,1.01,2.29,9_GA,9,"KY/TN Border to Ocala, FL"
245.5,245.84,244.163,244.498,101P04951,1.04,1.02,0.58,9_GA,9,"KY/TN Border to Ocala, FL"
245.84,245.86,244.498,244.517,101P04951,1.04,1.02,0.58,9_GA,9,"KY/TN Border to Ocala, FL"
245.86,246.08,244.517,244.732,101P04951,1.04,1.02,0.58,9_GA,9,"KY/TN Border to Ocala, FL"
246.08,252.16,244.732,250.788,101+04951,1.03,1.01,6.05,9_GA,9,"KY/TN Border to Ocala, FL"
252.16,252.82,250.788,251.444,101P04950,1.03,1.01,0.65,9_GA,9,"KY/TN Border to Ocala, FL"
252.82,261.46,251.444,260.101,101+04950,1.03,1.01,8.64,9_GA,9,"KY/TN Border to Ocala, FL"
261.46,262.16,260.101,260.762,101P04949,1.03,1.01,0.7,9_GA,9,"KY/TN Border to Ocala, FL"
262.16,264.73,260.762,263.345,101+04949,1.03,1.01,2.59,9_GA,9,"KY/TN Border to Ocala, FL"
264.73,264.74,263.345,263.355,101+04949,1.03,1.01,2.59,9_GA,9,"KY/TN Border to Ocala, FL"
264.74,264.75,263.355,263.371,101+04949,1.03,1.01,2.59,9_GA,9,"KY/TN Border to Ocala, FL"
264.75,265.07,263.371,263.658,101P04948,1.04,1.01,0.33,9_GA,9,"KY/TN Border to Ocala, FL"
265.07,267.83,263.658,266.347,101+04948,1.05,1.01,2.75,9_GA,9,"KY/TN Border to Ocala, FL"
267.83,268.16,266.347,266.689,101P04947,1.06,1.02,0.61,9_GA,9,"KY/TN Border to Ocala, FL"
268.16,268.17,266.689,266.698,101P04947,1.06,1.02,0.61,9_GA,9,"KY/TN Border to Ocala, FL"
268.17,268.44,266.698,266.994,101P04947,1.06,1.02,0.61,9_GA,9,"KY/TN Border to Ocala, FL"
268.44,270.26,266.994,268.783,101+04947,1.06,1.02,1.82,9_GA,9,"KY/TN Border to Ocala, FL"
270.26,270.56,268.783,269.084,101P04946,1.07,1.02,0.61,9_GA,9,"KY/TN Border to Ocala, FL"
270.56,270.58,269.084,269.114,101P04946,1.07,1.02,0.61,9_GA,9,"KY/TN Border to Ocala, FL"
270.58,270.88,269.114,269.408,101P04946,1.07,1.02,0.61,9_GA,9,"KY/TN Border to Ocala, FL"
270.88,272.73,269.408,271.255,101+04946,1.07,1.02,1.84,9_GA,9,"KY/TN Border to Ocala, FL"
272.73,273.54,271.255,272.048,101P04945,1.08,1.02,0.81,9_GA,9,"KY/TN Border to Ocala, FL"
273.54,274.5,272.048,273.012,101+04945,1.11,1.03,0.95,9_GA,9,"KY/TN Border to Ocala, FL"
274.5,275.26,273.012,273.775,101P04944,1.08,1.02,0.76,9_GA,9,"KY/TN Border to Ocala, FL"
275.26,279.51,273.775,278.039,101+04944,1.12,1.02,4.25,9_GA,9,"KY/TN Border to Ocala, FL"
279.51,280.28,278.039,278.839,101P04943,1.13,1.03,0.77,9_GA,9,"KY/TN Border to Ocala, FL"
280.28,280.9,278.839,279.447,101+04943,1.18,1.04,0.63,9_GA,9,"KY/TN Border to Ocala, FL"
280.9,280.91,279.447,279.454,101+04636,1.19,1.05,0.03,9_GA,9,"KY/TN Border to Ocala, FL"
280.91,280.93,279.454,279.485,101+04636,1.19,1.05,0.03,9_GA,9,"KY/TN Border to Ocala, FL"
280.93,281.2,279.485,279.754,101P04152,1.17,1.03,0.63,9_GA,9,"KY/TN Border to Ocala, FL"
281.2,281.21,279.754,279.762,101P04152,1.17,1.03,0.63,9_GA,9,"KY/TN Border to Ocala, FL"
281.21,281.56,279.762,280.119,101P04152,1.17,1.03,0.63,9_GA,9,"KY/TN Border to Ocala, FL"
281.56,284.24,280.119,282.77,101+04152,1.51,1.05,2.68,9_GA,9,"KY/TN Border to Ocala, FL"
284.24,285.82,282.77,284.347,101P04151,1.74,1.07,1.59,9_GA,9,"KY/TN Border to Ocala, FL"
285.82,286.91,284.347,285.418,101+04151,1.46,1.12,1.08,9_GA,9,"KY/TN Border to Ocala, FL"
286.91,287.62,285.418,286.131,101P04150,1.76,1.17,0.71,9_GA,9,"KY/TN Border to Ocala, FL"
287.62,288.54,286.131,287.051,101+04150,2.17,1.24,0.91,9_GA,9,"KY/TN Border to Ocala, FL"
288.54,288.96,287.051,287.45,101P04149,3.03,1.3,0.84,9_GA,9,"KY/TN Border to Ocala, FL"
288.96,288.98,287.45,287.47,101P04149,3.03,1.3,0.84,9_GA,9,"KY/TN Border to Ocala, FL"
288.98,289.38,287.47,287.869,101P04149,3.03,1.3,0.84,9_GA,9,"KY/TN Border to Ocala, FL"
289.38,289.7,287.869,288.216,101+04149,3.3,1.32,0.32,9_GA,9,"KY/TN Border to Ocala, FL"
289.7,290.27,288.216,288.77,101P04148,3.72,1.34,0.56,9_GA,9,"KY/TN Border to Ocala, FL"
290.27,290.84,288.77,289.347,101+04148,3.61,1.33,0.57,9_GA,9,"KY/TN Border to Ocala, FL"
290.84,291.75,289.347,290.234,101P04147,3.33,1.29,0.92,9_GA,9,"KY/TN Border to Ocala, FL"
291.75,292.91,290.234,291.406,101+04147,2.51,1.3,1.16,9_GA,9,"KY/TN Border to Ocala, FL"
292.91,293.35,291.406,291.839,101P04146,3.51,1.35,0.85,9_GA,9,"KY/TN Border to Ocala, FL"
293.35,293.36,291.839,291.83,101P04146,3.51,1.35,0.85,9_GA,9,"KY/TN Border to Ocala, FL"
293.36,293.76,291.83,292.244,101P04146,3.51,1.35,0.85,9_GA,9,"KY/TN Border to Ocala, FL"
293.76,294.53,292.244,293.03,101+04146,3.13,1.32,0.76,9_GA,9,"KY/TN Border to Ocala, FL"
294.53,295.13,293.03,293.619,101P04145,3.81,1.3,1.36,9_GA,9,"KY/TN Border to Ocala, FL"
295.13,295.15,293.619,293.595,101P04145,3.81,1.3,1.36,9_GA,9,"KY/TN Border to Ocala, FL"
295.15,295.89,293.595,294.399,101P04145,3.81,1.3,1.36,9_GA,9,"KY/TN Border to Ocala, FL"
295.89,296.42,294.399,294.936,101+04145,4.69,1.29,0.53,9_GA,9,"KY/TN Border to Ocala, FL"
296.42,297.55,294.936,296.031,101P04144,5,1.24,1.13,9_GA,9,"KY/TN Border to Ocala, FL"
297.55,298.21,296.031,296.67,101+04144,5,1.24,0.66,9_GA,9,"KY/TN Border to Ocala, FL"
298.21,299.25,296.67,297.511,101P04143,5,1.21,1.03,9_GA,9,"KY/TN Border to Ocala, FL"
299.25,299.48,297.511,297.74,101+04143,4.87,1.27,0.23,9_GA,9,"KY/TN Border to Ocala, FL"
299.48,299.54,297.74,297.8,101P04142,5,1.27,0.11,9_GA,9,"KY/TN Border to Ocala, FL"
299.54,299.55,297.8,297.81,101P04142,5,1.27,0.11,9_GA,9,"KY/TN Border to Ocala, FL"
299.55,299.57,297.81,297.83,101N04327,4.3,1.34,1.24,9_GA,9,"KY/TN Border to Ocala, FL"
299.57,300.15,297.83,298.414,101N04327,4.3,1.34,1.24,9_GA,9,"KY/TN Border to Ocala, FL"
300.15,300.21,298.414,298.474,101-04327,3.92,1.42,0.06,9_GA,9,"KY/TN Border to Ocala, FL"
300.21,300.23,298.474,298.487,101N04312,4.11,1.42,0.24,9_GA,9,"KY/TN Border to Ocala, FL"
300.23,300.45,298.487,298.705,101N04312,4.11,1.42,0.24,9_GA,9,"KY/TN Border to Ocala, FL"
300.45,301.26,298.705,299.518,101-04312,4.07,1.47,0.81,9_GA,9,"KY/TN Border to Ocala, FL"
301.26,302.01,299.518,300.272,101N04311,5,1.53,0.75,9_GA,9,"KY/TN Border to Ocala, FL"
